StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,attention_check,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,affiliation,affiliation_4_TEXT,strong_red,strong_blue,affiliation_none,importance_aff,gender,gender_3_TEXT,age,AI timer 1_First Click,AI timer 1_Last Click,AI timer 1_Page Submit,AI timer 1_Click Count,AI Q 1,AI timer 2_First Click,AI timer 2_Last Click,AI timer 2_Page Submit,AI timer 2_Click Count,AI Q2,AI timer 3_First Click,AI timer 3_Last Click,AI timer 3_Page Submit,AI timer 3_Click Count,"AI Q 3 ",AI timer 4 _First Click,AI timer 4 _Last Click,AI timer 4 _Page Submit,AI timer 4 _Click Count,"AI Q 4 ",AI timer 5 _First Click,AI timer 5 _Last Click,AI timer 5 _Page Submit,AI timer 5 _Click Count,"AI Q 5 ",familiarity,rid,Politician,MatrixResponses
2026-01-30 22:50:25,2026-01-30 22:59:01,IP Address,62.198.143.103,100,516,True,2026-01-30 22:59:02,R_8dnaoBVETbeLKpG,,,,,56.1567,10.2153,anonymous,EN-GB,0.8999999761581421,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Ingen af delene,,,,Ingen af delene,Slet ikke vigtig,Mand,,31,1.236,5.048,6.108,3,V,1.49,1.49,6.015,1,100000,1.479,1.479,6.013,1,200000000,0,0,6.014,0,,3.086,3.086,6.013,1,,Ekstremt bekendt,697d35ab-4cb1-86bc-dc14-182fbd83dedd,Mette Frederiksen,Meget uenig
2026-01-30 22:57:06,2026-01-30 22:59:32,IP Address,87.49.146.48,100,146,True,2026-01-30 22:59:32,R_8c0YckhJlfvPusp,,,,,55.7123,12.0564,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Andet,,,,Tættest på rød blok,Slet ikke vigtig,Mand,,18,2.156,3.66,6.019,3,,1.892,1.892,4.544,1,128,1.133,1.584,4.832,2,3000,1.057,1.707,6.007,3,10000,0,0,1.085,0,,Lidt bekendt,697d373b-67f0-ad5a-95a1-1b56d5828a38,Mette Frederiksen,Delvist enig
2026-01-30 22:54:27,2026-01-30 22:59:41,IP Address,188.181.194.150,100,313,True,2026-01-30 22:59:41,R_2oBWJbRIZD47ar1,,,,,57.4735,10.2309,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Delvist Uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist Uenig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Slet ikke vigtig,Kvinde,,55,3.406,3.406,6.022,1,Ma,3.311,3.311,6.128,1,50,2.293,2.293,6.126,1,20,0.296,3.803,6.015,2,,4.103,4.103,6.12,1,,Lidt bekendt,697d369d-5b9c-8e9c-bd72-b660718b099b,Troels Lund Poulsen,"Delvist Uenig, Hverken enig eller uenig"
2026-01-30 22:54:51,2026-01-30 23:00:06,IP Address,87.49.43.154,100,315,True,2026-01-30 23:00:06,R_2LeeCv0O5rBYfqh,,,,,55.7123,12.0564,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget enig,Delvist Uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist Uenig,Delvist Uenig,Ingen af delene,,,,Tættest på blå blok,Meget vigtig,Kvinde,,67,2.762,4.812,6.113,2,,3.024,5.225,6.011,3,,1.719,1.719,6.009,1,1!,1.638,1.638,5.443,1,0,2.021,2.021,6.01,1,1000,Meget bekendt,697d36b4-faeb-3da7-5d8e-17ff00cdc0ee,Mette Frederiksen,"Delvist enig, Hverken enig eller uenig, Meget enig, Delvist Uenig"
2026-01-30 22:58:13,2026-01-30 23:01:57,IP Address,80.208.64.232,100,224,True,2026-01-30 23:01:58,R_2MEiRpZWPLxI9VB,,,,,55.4467,11.8076,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Delvist enig,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Blå blok,,,Stærkt tilknyttet,,Moderat vigtig,Mand,,76,3.477,3.477,6.01,1,1,5.177,5.177,6.118,1,,3.686,3.686,6.017,1,U,1.555,1.555,6.117,1,,5.276,5.276,6.017,1,,Meget bekendt,697d377f-7c7d-8912-2853-218b01105da1,Troels Lund Poulsen,"Delvist enig, Hverken enig eller uenig"
2026-01-30 23:01:20,2026-01-30 23:05:45,IP Address,62.199.56.250,100,265,True,2026-01-30 23:05:46,R_83uXOnnfo3VlvW1,,,,,55.493,9.4748,anonymous,EN-GB,0.8999999761581421,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist enig,Delvist enig,Meget enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Lidt vigtig,Mand,,57,4.028,4.046,6.015,2,,2.872,2.872,6.01,1,100,2.761,2.761,6.11,1,5000,2.206,2.206,5.882,1,0,2.368,2.368,6.013,1,50000,Meget bekendt,697d3839-b66a-0c50-68d3-056a5c5f56f6,Mette Frederiksen,"Delvist enig, Meget enig"
2026-01-30 23:04:34,2026-01-30 23:06:53,IP Address,80.208.69.141,100,138,True,2026-01-30 23:06:53,R_8CQxWwjKWOkibAC,,,,,55.609,11.7295,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist enig,Hverken enig eller uenig,Delvist enig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Slet ikke vigtig,Kvinde,,26,2.411,2.411,6.015,1,,0.898,0.898,6.014,1,"8”
",4.465,4.465,6.013,1,"Men ",1.444,1.444,6.106,1,15,1.198,1.198,6.013,1,,Moderat bekendt,697d38fc-b558-4a89-cfc1-f4d939b8586c,Mette Frederiksen,"Delvist enig, Hverken enig eller uenig"
2026-01-30 23:07:49,2026-01-30 23:09:38,IP Address,85.80.68.14,100,109,True,2026-01-30 23:09:39,R_8qdt7bfUFbBCNoj,,,,,55.6922,12.5478,anonymous,EN-GB,0.800000011920929,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Ingen af delene,,,,Ingen af delene,Slet ikke vigtig,Kvinde,,54,3.841,3.841,6.109,1,1,0,0,0.387,0,,3.848,3.848,6.008,1,1000,3.415,3.415,6.006,1,0,0,0,0.27,0,,"Slet ikke bekendt (jeg ved ikke, hvem personen er)",697d39be-43bd-8302-0626-b970dcff954b,Troels Lund Poulsen,Hverken enig eller uenig
2026-01-30 23:07:59,2026-01-30 23:11:09,IP Address,37.96.37.119,100,189,True,2026-01-30 23:11:09,R_2NJwJqil0Lb8xbT,,,,,55.8572,9.8606,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist enig,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Hverken enig eller uenig,Delvist Uenig,Hverken enig eller uenig,Hverken enig eller uenig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Slet ikke vigtig,Kvinde,,18,1.567,1.567,6.015,1,,1.079,1.079,6.014,1,,3.383,3.383,5.981,1,50,4.029,4.029,6.016,1,44,3.142,3.142,6.012,1,800,Moderat bekendt,697d39c9-319a-f0ac-455a-fe1addc827f8,Mette Frederiksen,"Delvist enig, Hverken enig eller uenig, Delvist Uenig"
2026-01-30 23:11:12,2026-01-30 23:12:34,IP Address,80.208.70.141,100,81,True,2026-01-30 23:12:34,R_2aUXgBVGAMGNaqj,,,,,55.609,11.7295,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist Uenig,Hverken enig eller uenig,Hverken enig eller uenig,Blå blok,,,Stærkt tilknyttet,,Slet ikke vigtig,Mand,,29,1.183,1.183,4.26,1,2,1.249,1.249,5.154,1,14000,0.862,0.862,3.861,1,200,0.671,1.996,2.416,2,2333,0.575,0.575,4.254,1,6000,Moderat bekendt,697d3a8a-8483-c10e-443e-578de6bdd3fe,Troels Lund Poulsen,"Delvist Uenig, Hverken enig eller uenig"
2026-01-30 23:09:55,2026-01-30 23:13:00,IP Address,90.184.106.96,100,185,True,2026-01-30 23:13:01,R_2CVKSGMlxPYDfUJ,,,,,55.6824,12.4923,anonymous,EN-GB,0.8999999761581421,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget enig,Meget uenig,Delvist enig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist enig,Delvist enig,Delvist enig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Meget vigtig,Mand,,41,0,0,6.022,0,,2.7,5.144,6.021,2,2900,0,0,0.047,0,,3.044,5.19,6.123,2,1,2.708,2.708,6.02,1,30000,Meget bekendt,697d3a3d-33f4-468d-4a30-7096313374b8,Mette Frederiksen,"Delvist enig, Delvist Uenig, Meget uenig, Meget enig"
2026-01-30 23:19:49,2026-01-30 23:22:15,IP Address,109.57.104.212,100,146,True,2026-01-30 23:22:16,R_8efbkkAmdFupNYr,,,,,55.6769,12.5268,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget enig,Meget enig,Meget enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Meget vigtig,Kvinde,,71,3.63,3.63,6.116,1,,2.651,2.651,6.013,1,25,3.807,3.807,6.013,1,Ved,3.161,3.161,6.113,1,?,3.11,3.11,6.042,1,?,Meget bekendt,697d3c8d-9822-da98-5346-471846a59eb7,Mette Frederiksen,"Meget enig, Delvist enig"
2026-01-30 23:21:50,2026-01-30 23:24:43,IP Address,77.241.136.67,100,173,True,2026-01-30 23:24:44,R_8iBVbXaq8kamBJw,,,,,55.674,12.5696,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Delvist enig,Hverken enig eller uenig,Delvist Uenig,Delvist enig,Hverken enig eller uenig,Delvist Uenig,Delvist Uenig,Hverken enig eller uenig,Rød blok,,Stærkt tilknyttet,,,Ekstremt vigtig,Kvinde,,58,5.349,5.349,6.014,1,,2.537,2.537,6.013,1,1,2.366,2.366,6.013,1,3,1.848,1.848,4.64,1,34,1.451,1.451,6.011,1,34567,Meget bekendt,697d3d09-0974-0b73-6bc0-6787f5b9c3ae,Troels Lund Poulsen,"Hverken enig eller uenig, Delvist enig, Delvist Uenig"
2026-01-30 23:26:37,2026-01-30 23:30:05,IP Address,87.72.36.63,100,208,True,2026-01-30 23:30:05,R_2IQbTOxxnE6XUfj,,,,,55.7327,12.3656,anonymous,EN-GB,0.800000011920929,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist enig,Hverken enig eller uenig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Rød blok,,Stærkt tilknyttet,,,Meget vigtig,Mand,,68,0,0,6.042,0,,0.5,0.5,6.036,1,,4.082,4.082,6.042,1,,5.734,5.734,6.01,1,,3.291,3.291,6.008,1,500,Meget bekendt,697d3e26-6904-7ed3-ba24-063020a83ee1,Mette Frederiksen,"Delvist enig, Hverken enig eller uenig"
2026-01-30 23:35:51,2026-01-30 23:37:40,IP Address,172.225.69.66,100,108,True,2026-01-30 23:37:40,R_2e5lRS7vyNIDod3,,,,,55.674,12.5696,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Delvist Uenig,Delvist enig,Delvist enig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Ingen af delene,,,,Ingen af delene,Slet ikke vigtig,Kvinde,,73,1.852,1.852,6.014,1,40000,1.991,1.991,6.012,1,500,1.372,1.372,6.012,1,400000,1.508,1.508,6.11,1,0,1.611,1.611,6.115,1,700,Meget bekendt,697d4051-9a1e-ec28-3e92-8f51eff211af,Troels Lund Poulsen,"Delvist enig, Delvist Uenig, Hverken enig eller uenig"
2026-01-30 23:42:38,2026-01-30 23:45:57,IP Address,80.208.71.53,100,198,True,2026-01-30 23:45:57,R_8hCyzWLYuxdgpPz,,,,,55.609,11.7295,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist Uenig,Meget uenig,Delvist Uenig,Meget uenig,Delvist Uenig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist Uenig,Andet,Det er yderst vanskeligt at bestemme med. en nuværende konstellation,,,Tættest på rød blok,Slet ikke vigtig,Mand,,47,3.04,3.04,6.129,1,1000000,2.056,2.056,5.401,1,20000,1.566,1.566,4.93,1,6000000,2.511,2.511,5.001,1,0,2.282,2.282,6.026,1,1000000,Meget bekendt,697d41e7-252d-a723-90ea-a4cfc80de99c,Mette Frederiksen,"Delvist enig, Hverken enig eller uenig, Delvist Uenig, Meget uenig"
2026-01-30 23:48:28,2026-01-30 23:51:12,IP Address,131.164.233.242,100,163,True,2026-01-30 23:51:12,R_2jQ8cl5cmlzdgOU,,,,,55.6204,12.5934,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Hverken enig eller uenig,Meget enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Rød blok,,Stærkt tilknyttet,,,Moderat vigtig,Kvinde,,66,3.673,3.673,6.009,1,"1 ",3.024,3.024,6.112,1,5000,4.229,4.229,6.012,1,1,3.27,3.27,6.011,1,2,3.665,3.665,6.006,1,500,Moderat bekendt,697d4346-d422-b87d-136f-735350da8833,Troels Lund Poulsen,"Delvist enig, Meget enig, Hverken enig eller uenig"
2026-01-30 23:50:44,2026-01-30 23:52:52,IP Address,85.191.34.158,100,127,True,2026-01-30 23:52:52,R_8ZOjWe7qx8WjdRI,,,,,56.0886,9.7575,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Delvist enig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Lidt vigtig,Kvinde,,57,3.515,3.515,6.021,1,,2.364,2.364,6.023,1,1000,2.351,2.939,6.011,2,65 mi,3.923,3.923,6.116,1,0,2.687,2.687,6.017,1,100,Lidt bekendt,697d43cd-d497-3a69-ee5a-df559fa40de4,Troels Lund Poulsen,Delvist enig
2026-01-31 00:01:15,2026-01-31 00:02:49,IP Address,37.96.47.19,100,93,True,2026-01-31 00:02:49,R_20oovEC1xYnrINH,,,,,55.8572,9.8606,anonymous,EN-GB,0.800000011920929,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Ingen af delene,,,,Ingen af delene,Slet ikke vigtig,Kvinde,,43,3.001,3.001,6.011,1,1000,0,0,0.67,0,,3.301,3.301,6.109,1,6,0.253,5.9,6.108,3,0,2.701,2.701,6.008,1,4000000,Moderat bekendt,697d4644-74b8-2db9-0039-d9104e19e857,Mette Frederiksen,"Hverken enig eller uenig, Delvist enig"
2026-01-31 00:17:43,2026-01-31 00:22:03,IP Address,2.110.164.245,100,260,True,2026-01-31 00:22:03,R_85zqCIkDRGYIz4X,,,,,56.1379,9.1555,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Meget enig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Lidt vigtig,Mand,,55,0,0,6.118,0,,1.242,1.242,6.018,1,120,3.726,3.726,6.006,1,Fl,0.316,0.316,6.018,1,,4.237,4.237,6.119,1,,Lidt bekendt,697d4a21-891e-b000-47c6-412a1fb94aab,Troels Lund Poulsen,Meget enig
2026-01-31 00:21:03,2026-01-31 00:23:57,IP Address,91.100.145.248,100,173,True,2026-01-31 00:23:57,R_8CNuYnbLBHAaf6P,,,,,55.649,12.4186,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Hverken enig eller uenig,Delvist Uenig,Hverken enig eller uenig,Delvist Uenig,Hverken enig eller uenig,Delvist Uenig,Delvist enig,Delvist Uenig,Delvist Uenig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Moderat vigtig,Mand,,63,0,0,6.012,0,,0,0,6.11,0,,0,0,6.013,0,,0,0,6.011,0,,0,0,6.011,0,,Lidt bekendt,697d4ae9-1eb1-e9de-14f8-55eee5c55b83,Mette Frederiksen,"Hverken enig eller uenig, Delvist Uenig, Delvist enig"
2026-01-31 00:33:10,2026-01-31 00:38:13,IP Address,78.31.255.23,100,302,True,2026-01-31 00:38:13,R_8Rm3LYjSPYWfksh,,,,,55.5147,8.3911,anonymous,EN-GB,0.8999999761581421,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist enig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Blå blok,,,Stærkt tilknyttet,,Lidt vigtig,Mand,,55,3.72,3.72,6.031,1,,3.166,3.166,6.048,1,?,3.81,3.81,6.126,1,,5.512,5.986,6.21,2,,1.975,1.975,5.038,1,?,Moderat bekendt,697d4dbb-3b9a-1368-c50f-020d0a6d7820,Troels Lund Poulsen,"Hverken enig eller uenig, Delvist enig"
2026-01-31 00:46:17,2026-01-31 00:47:43,IP Address,37.96.100.165,100,86,True,2026-01-31 00:47:44,R_2nNlEwIniW5Gq0k,,,,,55.7056,12.5683,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Hverken enig eller uenig,Delvist enig,Delvist Uenig,Hverken enig eller uenig,Delvist enig,Meget enig,Hverken enig eller uenig,Meget enig,Hverken enig eller uenig,Blå blok,,,Stærkt tilknyttet,,Moderat vigtig,Kvinde,,47,3.5,3.5,6.013,1,,1.1,1.1,6.014,1,5,2.3,2.3,6.011,1,56,0,0,1,0,,1.8,1.8,4.232,1,5,Lidt bekendt,697d50d1-e587-2f4d-55db-4e061955324f,Mette Frederiksen,"Hverken enig eller uenig, Delvist enig, Meget enig, Delvist Uenig"
2026-01-31 00:49:53,2026-01-31 00:52:18,IP Address,80.167.185.229,100,144,True,2026-01-31 00:52:18,R_29uhQrlGNKhNUzL,,,,,55.9115,12.4993,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist enig,Hverken enig eller uenig,Delvist enig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Ingen af delene,,,,Tættest på rød blok,Lidt vigtig,Kvinde,,77,3.166,3.166,6.009,1,,5.66,5.66,6.114,1,,0,0,6.112,0,,0,0,6.112,0,,0,0,6.107,0,,Lidt bekendt,697d51aa-d40c-6002-0591-e7ec6cadf90e,Mette Frederiksen,"Hverken enig eller uenig, Delvist enig"
2026-01-31 01:15:33,2026-01-31 01:17:47,IP Address,83.89.19.57,100,134,True,2026-01-31 01:17:48,R_2odmOKk249Yqzbc,,,,,55.5212,8.4592,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Delvist Uenig,Meget uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Blå blok,,,Stærkt tilknyttet,,Moderat vigtig,Kvinde,,60,2.101,2.101,6.022,1,,2.542,2.542,6.116,1,67,0.239,0.239,6.02,1,,2.963,2.963,6.116,1,1000,2.301,2.301,6.11,1,10000,Moderat bekendt,697d57af-d579-cd75-bab2-9a24df438802,Troels Lund Poulsen,"Delvist Uenig, Meget uenig"
2026-01-31 01:20:15,2026-01-31 01:24:52,IP Address,128.76.197.252,100,276,True,2026-01-31 01:24:52,R_2YfmoUeLyhi7lHb,,,,,55.6922,12.5478,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Moderat vigtig,Mand,,54,5.531,5.531,6.005,1,,3.224,3.224,6.014,1,80,0,0,1.332,0,,3.875,3.875,6.004,1,0,2.937,2.937,6.11,1,200,Meget bekendt,697d2ca6-b267-9415-4896-27982f4873b6,Mette Frederiksen,Meget uenig
2026-01-31 01:24:44,2026-01-31 01:27:55,IP Address,87.49.147.241,100,190,True,2026-01-31 01:27:55,R_2aK8MdjzKbBgCeP,,,,,55.7123,12.0564,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Ingen af delene,,,,Ingen af delene,Moderat vigtig,Kvinde,,70,3.598,3.598,6.115,1,,3.559,3.559,6.11,1,2,4.381,4.381,6.013,1,,2.729,2.729,6.112,1,346,3.963,3.963,6.113,1,,Moderat bekendt,697d59d6-1481-f8ec-47d5-1f88f3d42817,Troels Lund Poulsen,Hverken enig eller uenig
2026-01-31 02:33:20,2026-01-31 02:35:39,IP Address,87.49.45.238,100,138,True,2026-01-31 02:35:39,R_89RD1vfKPDjo9JT,,,,,55.7123,12.0564,anonymous,EN-GB,0.8999999761581421,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Moderat vigtig,Kvinde,,62,0,0,6.01,0,,0,0,6.028,0,,4.902,4.902,6.022,1,,0,0,6.024,0,,0,0,6.024,0,,Meget bekendt,697d69e9-7913-57f3-030d-a50ae106211f,Mette Frederiksen,Meget uenig
2026-01-31 03:38:18,2026-01-31 03:42:19,IP Address,62.107.19.138,100,241,True,2026-01-31 03:42:20,R_80uXEDNE8E40BEY,,,,,55.6482,12.6014,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Delvist enig,Delvist enig,Meget enig,Delvist enig,Meget enig,Delvist enig,Meget enig,Delvist enig,Delvist enig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Lidt vigtig,Kvinde,,62,4.801,4.801,6.077,1,,0.456,2.465,5.699,2,100000,2.993,2.993,6.04,1,Mill,4.577,4.577,6.026,1,M,2.848,2.848,6.031,1,500,Meget bekendt,697d7923-cc27-520e-3009-24b7318aeb70,Mette Frederiksen,"Delvist enig, Meget enig"
2026-01-31 04:14:26,2026-01-31 04:16:37,IP Address,128.76.253.153,100,130,True,2026-01-31 04:16:37,R_2pQ2ov7wg2Zsaex,,,,,56.1873,10.1129,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Troels Lund Poulsen,Hverken enig eller uenig,Hverken enig eller uenig,Delvist Uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Hverken enig eller uenig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Slet ikke vigtig,Mand,,74,2.445,5.132,6.127,2,,3.37,3.37,6.026,1,,0,0,5.601,0,,3.5,3.5,4.596,1,,3.239,3.239,4.357,1,,Lidt bekendt,697d819c-db91-e25d-2fa0-1c9394275e86,Troels Lund Poulsen,"Hverken enig eller uenig, Delvist Uenig"
2026-01-31 04:23:47,2026-01-31 04:25:49,IP Address,37.96.38.205,100,122,True,2026-01-31 04:25:50,R_8yS5ELbNEzIO0tX,,,,,55.8572,9.8606,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget enig,Delvist enig,Delvist enig,Meget enig,Delvist enig,Meget enig,Meget enig,Delvist enig,Meget enig,Rød blok,,Ikke særlig stærkt tilknyttet,,,Moderat vigtig,Kvinde,,52,2.021,2.021,6.014,1,"Ved ",3.526,3.526,6.017,1,Ved,2.608,2.608,6.11,1,Ved,0,0,6.116,0,,0,0,6.015,0,,Meget bekendt,697d83cc-5a6b-7a67-6ad7-80613aab1199,Mette Frederiksen,"Delvist enig, Meget enig"
2026-01-31 04:23:41,2026-01-31 04:27:33,IP Address,87.49.147.26,100,232,True,2026-01-31 04:27:34,R_85pOYTRh5Wj3T0t,,,,,55.7123,12.0564,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Hverken enig eller uenig,Hverken enig eller uenig,Delvist Uenig,Delvist enig,Delvist Uenig,Delvist Uenig,Delvist Uenig,Hverken enig eller uenig,Delvist Uenig,Blå blok,,,Ikke særlig stærkt tilknyttet,,Lidt vigtig,Mand,,54,4.377,4.377,6.015,1,,0.287,2.882,6.111,2,780,0.1,2.749,6.109,2,1mia,0.483,4.095,6.006,4,0,0.004,5.482,5.985,4,7000,Moderat bekendt,697d83c6-f92e-5bf3-c5fd-cc2909f0ecc6,Mette Frederiksen,"Delvist enig, Hverken enig eller uenig, Delvist Uenig"
2026-01-31 04:50:57,2026-01-31 04:53:38,IP Address,80.208.71.241,100,161,True,2026-01-31 04:53:39,R_22okJJpocUwabOq,,,,,55.609,11.7295,anonymous,EN-GB,1,Jeg giver mit samtykke til at deltage i dette studie.,Mette Frederiksen,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Meget uenig,Ingen af delene,,,,Ingen af delene,Slet ikke vigtig,Kvinde,,51,2.477,2.477,6.014,1,Ved ik,1.514,1.514,5.682,1,7000,2.389,2.389,6.014,1,"1 ",2.698,2.698,6.014,1,Fisk,2.566,2.566,6.114,1,50,Ekstremt bekendt,697d8a2b-ec84-694d-9d10-22249f2fc079,Mette Frederiksen,Meget uenig
